asset,Hat,Body,Ears,Eyes,Head,name,Class,Family,Weapon,Accessory,Background,FacialHair
dac355946b4317530d9ec0cb142c63a4b624610786c2a32137d78e25616461706557696e73746f6e42657374,Hoodie,Lumberjack Shirt,Plain,Normal,Ape,Winston Best,Artists,Best,None,Harmonica,Blue,Normal
dac355946b4317530d9ec0cb142c63a4b624610786c2a32137d78e25616461706541676174686f6e4d6f6e6574,None,Prisoner Uniform,Silver Earring,Sunglasses,Ape,Agathon Monet,Royal Advisors,Monet,Sword,Harmonica,Red,Mustache
dac355946b4317530d9ec0cb142c63a4b624610786c2a32137d78e25616461706550616e74616c3f6f6e577269676874,Top Hat,Rainbow Suit,Silver Earring,Normal,Ape,Pantaléon Wright,Military Officers,Wright,None,Pipe,Cold,Mustache
dac355946b4317530d9ec0cb142c63a4b624610786c2a32137d78e25616461706554696d6f6c3f6f6e466f7264,None,Lumberjack Shirt,Plain,VR Headset,Ape,Timoléon Ford,Artists,Ford,Sword,None,Neutral,Normal
dac355946b4317530d9ec0cb142c63a4b624610786c2a32137d78e256164617065426c61646557616c6b6572,Pirate Hat,Prisoner Uniform,Plain,Normal,Ape,Blade Walker,Craftsmen,Walker,None,None,Aqua,Normal
dac355946b4317530d9ec0cb142c63a4b624610786c2a32137d78e25616461706544656d707374657254686f6d6173,None,Prisoner Uniform,Silver Earring,Normal,Orange,Dempster Thomas,Craftsmen,Thomas,None,None,Green,Normal
dac355946b4317530d9ec0cb142c63a4b624610786c2a32137d78e2561646170654d616e6c657943617374696c6c6f,None,Brown Suit,Plain,Normal,Orange,Manley Castillo,Explorers,Castillo,Spear,Dagger,Green,Normal
dac355946b4317530d9ec0cb142c63a4b624610786c2a32137d78e25616461706542617264656e5768697465,None,Cardigan,Plain,Sunglasses,Ape,Barden White,Craftsmen,White,None,None,Blue,Normal
dac355946b4317530d9ec0cb142c63a4b624610786c2a32137d78e2561646170654275636b6c6579466f7264,Top Hat,Gold Linen,Plain,Normal,Ape,Buckley Ford,Artists,Ford,None,Wheat,Cold,Normal
dac355946b4317530d9ec0cb142c63a4b624610786c2a32137d78e256164617065566963656e746542616c6477696e,Voltaire Wig,Brown Suit,Plain,Normal,Ape,Vicente Baldwin,Military Officers,Baldwin,Sword,Dagger,Blue,Mustache
dac355946b4317530d9ec0cb142c63a4b624610786c2a32137d78e2561646170654a75616e477265656e,Top Hat,Ape,Plain,Normal,Ape,Juan Green,Craftsmen,Green,None,None,Green,Normal
dac355946b4317530d9ec0cb142c63a4b624610786c2a32137d78e25616461706552616d69726f436f72746573,Hoodie,Doublet,Plain,Spectacles,Ape,Ramiro Cortes,Explorers,Cortes,None,None,Red,Mustache
dac355946b4317530d9ec0cb142c63a4b624610786c2a32137d78e25616461706552616d69726f56656e7475636369,Privateer Hat,Suit,Plain,Normal,Ape,Ramiro Ventucci,Merchants,Ventucci,Rifle,Bubblegum,Blue,Normal
dac355946b4317530d9ec0cb142c63a4b624610786c2a32137d78e256164617065426f6f6b6572526f6265727473,Privateer Hat,Brown Suit,Silver Earring,Normal,Ape,Booker Roberts,Craftsmen,Roberts,None,None,Red,Normal
dac355946b4317530d9ec0cb142c63a4b624610786c2a32137d78e2561646170654c796e646f6e4b696e67,Hoodie,Doublet,Plain,Normal,Ape,Lyndon King,Artists,King,None,None,Neutral,Goatee
dac355946b4317530d9ec0cb142c63a4b624610786c2a32137d78e25616461706553616e646f6e4d6164646f636b,Pirate Hat,Brown Suit,Plain,Normal,Cardano,Sandon Maddock,Military Officers,Maddock,None,Harmonica,Cold,Normal
dac355946b4317530d9ec0cb142c63a4b624610786c2a32137d78e2561646170654272657773746572526f6265727473,None,Lumberjack Shirt,Silver Earring,Normal,Ape,Brewster Roberts,Craftsmen,Roberts,None,None,Green,Big Beard
dac355946b4317530d9ec0cb142c63a4b624610786c2a32137d78e2561646170654661726c65795768697465,None,Suit,Plain,Normal,Ape,Farley White,Craftsmen,White,None,Cigar,Blue,Normal
dac355946b4317530d9ec0cb142c63a4b624610786c2a32137d78e2561646170654c656c616e6442726f776e,Sombrero,Brown Suit,Plain,Normal,Ape,Leland Brown,Craftsmen,Brown,None,None,Blue,Big Beard
dac355946b4317530d9ec0cb142c63a4b624610786c2a32137d78e2561646170653f6c69656e4d6f6e6574,None,Knight Armor,Feather Pen,Sunglasses,Ape,Élien Monet,Royal Advisors,Monet,Sword,Wheat,Green,Mustache
dac355946b4317530d9ec0cb142c63a4b624610786c2a32137d78e2561646170654a6f726765446176696573,Privateer Hat,Ape,Plain,Spectacles,Ape,Jorge Davies,Craftsmen,Davies,None,None,Cold,Normal
dac355946b4317530d9ec0cb142c63a4b624610786c2a32137d78e256164617065566963746f72696e5768697465,None,Prisoner Uniform,Plain,Normal,Ape,Victorin White,Craftsmen,White,Sword,None,Cold,Normal
dac355946b4317530d9ec0cb142c63a4b624610786c2a32137d78e25616461706541696c656e43617374696c6c6f,None,Cardigan,Earphones,Normal,Ape,Ailen Castillo,Explorers,Castillo,Spear,Wheat,Cold,Normal
dac355946b4317530d9ec0cb142c63a4b624610786c2a32137d78e256164617065416e736c657945647761726473,None,Lumberjack Shirt,Plain,Normal,Ape,Ansley Edwards,Craftsmen,Edwards,Sword,None,Cold,Normal
dac355946b4317530d9ec0cb142c63a4b624610786c2a32137d78e256164617065417269737465466f7264,None,Orange,Plain,Normal,Orange,Ariste Ford,Artists,Ford,None,Wheat,Blue,Normal
dac355946b4317530d9ec0cb142c63a4b624610786c2a32137d78e256164617065416c6672656442726f776e,None,Ape,Plain,Wraparound Glasses,Ape,Alfred Brown,Craftsmen,Brown,Sword,None,Green,Normal
dac355946b4317530d9ec0cb142c63a4b624610786c2a32137d78e2561646170654a616e7669657245647761726473,Privateer Hat,Ape,Plain,Normal,Ape,Janvier Edwards,Craftsmen,Edwards,None,None,Warm,Normal
dac355946b4317530d9ec0cb142c63a4b624610786c2a32137d78e2561646170655261776c696e7345647761726473,Top Hat,Lumberjack Shirt,Plain,Normal,Ape,Rawlins Edwards,Craftsmen,Edwards,None,None,Green,Normal
dac355946b4317530d9ec0cb142c63a4b624610786c2a32137d78e25616461706553616e666f7264436f72746573,None,Black Wool Coat,Plain,Wraparound Glasses,Robot,Sanford Cortes,Explorers,Cortes,None,None,Neutral,Normal
dac355946b4317530d9ec0cb142c63a4b624610786c2a32137d78e256164617065466f726265735768697465,None,Suit,Plain,Normal,Ape,Forbes White,Craftsmen,White,None,None,Aqua,Big Beard
dac355946b4317530d9ec0cb142c63a4b624610786c2a32137d78e2561646170654a757374696e69656e416d61746f,None,Prisoner Uniform,Plain,Normal,Cardano,Justinien Amato,Merchants,Amato,None,Pipe,Warm,Normal
dac355946b4317530d9ec0cb142c63a4b624610786c2a32137d78e25616461706552616d69726f476172633f61,Fruit Basket,Brown Suit,Plain,Normal,Alien,Ramiro García,Explorers,García,None,None,Cold,Normal
dac355946b4317530d9ec0cb142c63a4b624610786c2a32137d78e25616461706542617074697374696e436869657361,None,Doublet,Silver Earring,Normal,Orange,Baptistin Chiesa,Merchants,Chiesa,Rifle,Cigar,Aqua,Normal
dac355946b4317530d9ec0cb142c63a4b624610786c2a32137d78e2561646170654861726f6c644d6f6e6574,Sombrero,Orange,Plain,Safety Goggles,Orange,Harold Monet,Royal Advisors,Monet,None,Wheat,Cold,Normal
dac355946b4317530d9ec0cb142c63a4b624610786c2a32137d78e2561646170654d6172696e536d697468,Gold Helmet,Doublet,Plain,Normal,Ape,Marin Smith,Craftsmen,Smith,None,None,Green,Big Beard
dac355946b4317530d9ec0cb142c63a4b624610786c2a32137d78e256164617065416c76696e57616c6b6572,None,Black Wool Coat,Plain,Normal,Ape,Alvin Walker,Craftsmen,Walker,None,None,Warm,Big Beard
dac355946b4317530d9ec0cb142c63a4b624610786c2a32137d78e256164617065546875726c6f77436f78,None,Prisoner Uniform,Plain,Aviators,Ape,Thurlow Cox,Artists,Cox,None,None,Blue,Goatee
dac355946b4317530d9ec0cb142c63a4b624610786c2a32137d78e25616461706557696e73746f6e48696c6c,Wool Cap,Brown Suit,Plain,Sunglasses,Ape,Winston Hill,Artists,Hill,None,None,Blue,Mustache
dac355946b4317530d9ec0cb142c63a4b624610786c2a32137d78e256164617065466f726456656e7475636369,None,Lumberjack Shirt,Plain,Sunglasses,Robot,Ford Ventucci,Merchants,Ventucci,Rifle,None,Green,Normal
dac355946b4317530d9ec0cb142c63a4b624610786c2a32137d78e2561646170655275647961726457696c736f6e,Top Hat,Doublet,Plain,Normal,Ape,Rudyard Wilson,Craftsmen,Wilson,Sword,None,Warm,Normal
dac355946b4317530d9ec0cb142c63a4b624610786c2a32137d78e25616461706542726f64657269636b57696c736f6e,Top Hat,Doublet,Plain,Normal,Ape,Broderick Wilson,Craftsmen,Wilson,None,None,Blue,Mustache
dac355946b4317530d9ec0cb142c63a4b624610786c2a32137d78e2561646170654f6764656e536d697468,Top Hat,Suit,Plain,Normal,Ape,Ogden Smith,Craftsmen,Smith,None,Paint Brush,Blue,Normal
dac355946b4317530d9ec0cb142c63a4b624610786c2a32137d78e256164617065546f6d6173536d697468,Pirate Hat,Ape,Silver Earring,Normal,Ape,Tomas Smith,Craftsmen,Smith,None,None,Oker,Mustache
dac355946b4317530d9ec0cb142c63a4b624610786c2a32137d78e256164617065416c7661726f56656e7475636369,None,Ape,Plain,Wraparound Glasses,Ape,Alvaro Ventucci,Merchants,Ventucci,None,Harmonica,Cold,Mustache
dac355946b4317530d9ec0cb142c63a4b624610786c2a32137d78e25616461706546657272657254686f6d6173,None,Knight Armor,Plain,Normal,Ape,Ferrer Thomas,Craftsmen,Thomas,None,Cigar,Warm,Normal
dac355946b4317530d9ec0cb142c63a4b624610786c2a32137d78e2561646170654f78666f72644c617669676e65,None,Brown Suit,Plain,Spectacles,Ape,Oxford Lavigne,Royal Advisors,Lavigne,Arrows,Bubblegum,Oker,Goatee
dac355946b4317530d9ec0cb142c63a4b624610786c2a32137d78e256164617065436c6966666f72644d617273,None,Prisoner Uniform,Plain,Normal,Ape,Clifford Mars,Artists,Mars,None,Paint Brush,Blue,Mustache
dac355946b4317530d9ec0cb142c63a4b624610786c2a32137d78e2561646170654469636b696e736f6e4b696e67,Top Hat,Prisoner Uniform,Feather Pen,Normal,Ape,Dickinson King,Artists,King,Sword,None,Cold,Normal
dac355946b4317530d9ec0cb142c63a4b624610786c2a32137d78e256164617065466169726661784d6164646f636b,Gold Helmet,Suit,Feather Pen,Normal,Orange,Fairfax Maddock,Military Officers,Maddock,None,Bubblegum,Blue,Normal
dac355946b4317530d9ec0cb142c63a4b624610786c2a32137d78e2561646170655374616e6c657942657374,Wool Cap,Cardigan,Silver Earring,Normal,Ape,Stanley Best,Artists,Best,None,Cigar,Aqua,Normal
dac355946b4317530d9ec0cb142c63a4b624610786c2a32137d78e25616461706557656c6c7364656c614372757a,Wool Cap,Ape,Earphones,Sunglasses,Ape,Wells de la Cruz,Explorers,de la Cruz,None,None,Blue,Normal
dac355946b4317530d9ec0cb142c63a4b624610786c2a32137d78e25616461706557696e7468726f7052696368,Top Hat,Lumberjack Shirt,Feather Pen,Normal,Orange,Winthrop Rich,Artists,Rich,None,None,Red,Normal
dac355946b4317530d9ec0cb142c63a4b624610786c2a32137d78e25616461706544616d617345647761726473,Top Hat,Suit,Plain,Normal,Ape,Damas Edwards,Craftsmen,Edwards,None,None,Oker,Normal
dac355946b4317530d9ec0cb142c63a4b624610786c2a32137d78e2561646170654e796c65436f78,Top Hat,Rainbow Suit,Silver Earring,Sunglasses,Ape,Nyle Cox,Artists,Cox,None,None,Blue,Normal
dac355946b4317530d9ec0cb142c63a4b624610786c2a32137d78e2561646170654361726c65746f6e416d61746f,None,Suit,Plain,Wraparound Glasses,Ape,Carleton Amato,Merchants,Amato,None,Dagger,Aqua,Mustache
dac355946b4317530d9ec0cb142c63a4b624610786c2a32137d78e256164617065536869706c6579526f6265727473,None,Brown Suit,Plain,Normal,Ape,Shipley Roberts,Craftsmen,Roberts,None,Harmonica,Green,Normal
dac355946b4317530d9ec0cb142c63a4b624610786c2a32137d78e25616461706554686f727065466f7264,None,Doublet,Feather Pen,Spectacles,Ape,Thorpe Ford,Artists,Ford,None,None,Green,Normal
dac355946b4317530d9ec0cb142c63a4b624610786c2a32137d78e2561646170655368656c6c65794d6164646f636b,Pirate Hat,Ape,Plain,Sunglasses,Ape,Shelley Maddock,Military Officers,Maddock,None,Bubblegum,Neutral,Big Beard
dac355946b4317530d9ec0cb142c63a4b624610786c2a32137d78e256164617065416c76696e52696368,Wool Cap,Knight Armor,Plain,Normal,Ape,Alvin Rich,Artists,Rich,None,Wheat,Warm,Normal
dac355946b4317530d9ec0cb142c63a4b624610786c2a32137d78e256164617065416e736c657942657374,Feather Hat,Prisoner Uniform,Plain,Normal,Ape,Ansley Best,Artists,Best,None,None,Warm,Goatee
dac355946b4317530d9ec0cb142c63a4b624610786c2a32137d78e256164617065536c61646554686f6d6173,None,Lumberjack Shirt,Plain,Normal,Ape,Slade Thomas,Craftsmen,Thomas,None,Gold Teeth,Oker,Normal
dac355946b4317530d9ec0cb142c63a4b624610786c2a32137d78e2561646170654f736265727445647761726473,None,Suit,Plain,Normal,Ape,Osbert Edwards,Craftsmen,Edwards,None,Wheat,Aqua,Normal
dac355946b4317530d9ec0cb142c63a4b624610786c2a32137d78e256164617065506f7468696e436174616c6469,Hoodie,Prisoner Uniform,Feather Pen,Spectacles,Ape,Pothin Cataldi,Merchants,Cataldi,None,Wheat,Warm,Normal
dac355946b4317530d9ec0cb142c63a4b624610786c2a32137d78e256164617065576573744576616e73,None,Chainmail,Silver Earring,Sunglasses,Ape,West Evans,Craftsmen,Evans,None,None,Blue,Normal
dac355946b4317530d9ec0cb142c63a4b624610786c2a32137d78e2561646170654861726f6c64436869657361,None,Prisoner Uniform,Plain,Spectacles,Ape,Harold Chiesa,Merchants,Chiesa,Arrows,None,Warm,Mustache
dac355946b4317530d9ec0cb142c63a4b624610786c2a32137d78e2561646170654f736d6f6e645461796c6f72,None,Knight Armor,Plain,VR Headset,Ape,Osmond Taylor,Craftsmen,Taylor,None,None,Aqua,Normal
dac355946b4317530d9ec0cb142c63a4b624610786c2a32137d78e256164617065416c666f6e736f57696c736f6e,Gold Helmet,Suit,Plain,Normal,Ape,Alfonso Wilson,Craftsmen,Wilson,Sword,None,Warm,Normal
dac355946b4317530d9ec0cb142c63a4b624610786c2a32137d78e256164617065447572616e64577269676874,None,Rainbow Suit,Feather Pen,Monocle,Robot,Durand Wright,Military Officers,Wright,None,None,Oker,Normal
dac355946b4317530d9ec0cb142c63a4b624610786c2a32137d78e25616461706553696c763f7265646542616c626f61,Pirate Hat,Lumberjack Shirt,Silver Earring,VR Headset,Ape,Silvère de Balboa,Explorers,de Balboa,None,None,Neutral,Normal
dac355946b4317530d9ec0cb142c63a4b624610786c2a32137d78e256164617065416e647265734c617669676e65,None,Robot,Earphones,Wraparound Glasses,Robot,Andres Lavigne,Royal Advisors,Lavigne,Sword,None,Cold,Normal
dac355946b4317530d9ec0cb142c63a4b624610786c2a32137d78e25616461706545736d6f6e6456656e7475636369,None,Rainbow Suit,Feather Pen,Wraparound Glasses,Ape,Esmond Ventucci,Merchants,Ventucci,None,Wheat,Warm,Normal
dac355946b4317530d9ec0cb142c63a4b624610786c2a32137d78e2561646170655261796275726e4b696e67,None,Ape,Plain,Spectacles,Ape,Rayburn King,Artists,King,Sword,None,Aqua,Mustache
dac355946b4317530d9ec0cb142c63a4b624610786c2a32137d78e25616461706542616e63726f667442726f776e,None,Prisoner Uniform,Plain,Normal,Ape,Bancroft Brown,Craftsmen,Brown,None,Dagger,Blue,Mustache
dac355946b4317530d9ec0cb142c63a4b624610786c2a32137d78e2561646170654e756d614d6164646f636b,Gold Helmet,Lumberjack Shirt,Plain,Safety Goggles,Ape,Numa Maddock,Military Officers,Maddock,None,Wheat,Blue,Mustache
dac355946b4317530d9ec0cb142c63a4b624610786c2a32137d78e25616461706557616c746f6e466f7264,None,Doublet,Plain,Normal,Ape,Walton Ford,Artists,Ford,Rifle,None,Red,Mustache
dac355946b4317530d9ec0cb142c63a4b624610786c2a32137d78e256164617065536e6f7764656e64656c614372757a,Top Hat,Suit,Earphones,Normal,Ape,Snowden de la Cruz,Explorers,de la Cruz,Spear,None,Cold,Normal
dac355946b4317530d9ec0cb142c63a4b624610786c2a32137d78e2561646170654d616368696e436869657361,Wool Cap,Orange,Plain,Aviators,Orange,Machin Chiesa,Merchants,Chiesa,None,None,Blue,Normal
dac355946b4317530d9ec0cb142c63a4b624610786c2a32137d78e2561646170654d6172696e5461796c6f72,None,Brown Suit,Plain,Normal,Orange,Marin Taylor,Craftsmen,Taylor,Rifle,None,Red,Normal
dac355946b4317530d9ec0cb142c63a4b624610786c2a32137d78e256164617065547572656e6e6542726f776e,Pirate Hat,Ape,Plain,Normal,Ape,Turenne Brown,Craftsmen,Brown,None,None,Neutral,Goatee
dac355946b4317530d9ec0cb142c63a4b624610786c2a32137d78e2561646170654b69707043617374696c6c6f,None,Cardigan,Silver Earring,Aviators,Ape,Kipp Castillo,Explorers,Castillo,None,Dagger,Green,Normal
dac355946b4317530d9ec0cb142c63a4b624610786c2a32137d78e25616461706543616c686f756e536d697468,Fruit Basket,Ape,Earphones,Normal,Ape,Calhoun Smith,Craftsmen,Smith,None,None,Cold,Normal
dac355946b4317530d9ec0cb142c63a4b624610786c2a32137d78e2561646170654d6172696e416d61746f,Knight Helmet,Chainmail,Plain,Normal,Ape,Marin Amato,Merchants,Amato,Sword,None,Warm,Big Beard
dac355946b4317530d9ec0cb142c63a4b624610786c2a32137d78e256164617065526f646d616e476172633f61,Spinner Hat,Brown Suit,Feather Pen,Spectacles,Ape,Rodman García,Explorers,García,None,None,Warm,Normal
dac355946b4317530d9ec0cb142c63a4b624610786c2a32137d78e2561646170654b656e745768697465,Wool Cap,Brown Suit,Plain,Normal,Ape,Kent White,Craftsmen,White,None,None,Green,Normal
dac355946b4317530d9ec0cb142c63a4b624610786c2a32137d78e256164617065456c696163696e416d61746f,None,Chainmail,Plain,Safety Goggles,Ape,Eliacin Amato,Merchants,Amato,None,Wheat,Green,Mustache
dac355946b4317530d9ec0cb142c63a4b624610786c2a32137d78e25616461706541636b6c65794d617273,Gold Helmet,Rainbow Suit,Feather Pen,Normal,Ape,Ackley Mars,Artists,Mars,None,None,Oker,Normal
dac355946b4317530d9ec0cb142c63a4b624610786c2a32137d78e2561646170654b656e6c65794576616e73,None,Ape,Plain,Normal,Ape,Kenley Evans,Craftsmen,Evans,None,Dagger,Red,Mustache
dac355946b4317530d9ec0cb142c63a4b624610786c2a32137d78e2561646170654f616b6c6579446176696573,None,Ape,Plain,Normal,Ape,Oakley Davies,Craftsmen,Davies,Sword,Bubblegum,Neutral,Normal
dac355946b4317530d9ec0cb142c63a4b624610786c2a32137d78e2561646170654469636b696e736f6e64656c614372757a,Feather Hat,Brown Suit,Feather Pen,Normal,Ape,Dickinson de la Cruz,Explorers,de la Cruz,None,None,Oker,Big Beard
dac355946b4317530d9ec0cb142c63a4b624610786c2a32137d78e2561646170654f78666f7264526f6265727473,None,Suit,Silver Earring,Normal,Ape,Oxford Roberts,Craftsmen,Roberts,None,None,Aqua,Big Beard
dac355946b4317530d9ec0cb142c63a4b624610786c2a32137d78e2561646170655761796e65436174616c6469,Gold Helmet,Cardigan,Earphones,Normal,Ape,Wayne Cataldi,Merchants,Cataldi,Sword,Cigar,Blue,Normal
dac355946b4317530d9ec0cb142c63a4b624610786c2a32137d78e25616461706544616e65446176696573,None,Black Wool Coat,Silver Earring,Normal,Ape,Dane Davies,Craftsmen,Davies,Spear,None,Cold,Normal
dac355946b4317530d9ec0cb142c63a4b624610786c2a32137d78e256164617065456477617264536d697468,Top Hat,Doublet,Plain,Normal,Ape,Edward Smith,Craftsmen,Smith,Rifle,None,Aqua,Normal
dac355946b4317530d9ec0cb142c63a4b624610786c2a32137d78e2561646170654a61796d654d6164646f636b,Top Hat,Cardigan,Plain,VR Headset,Ape,Jayme Maddock,Military Officers,Maddock,Spear,None,Neutral,Mustache
dac355946b4317530d9ec0cb142c63a4b624610786c2a32137d78e256164617065456c64726964676557616c6b6572,None,Suit,Plain,Normal,Ape,Eldridge Walker,Craftsmen,Walker,None,None,Oker,Goatee
dac355946b4317530d9ec0cb142c63a4b624610786c2a32137d78e2561646170654d696775656c577269676874,Feather Hat,Gold Linen,Silver Earring,Normal,Ape,Miguel Wright,Military Officers,Wright,None,Dagger,Green,Big Beard
dac355946b4317530d9ec0cb142c63a4b624610786c2a32137d78e25616461706550616e74616c3f6f6e57616c6b6572,None,Suit,Plain,Aviators,Ape,Pantaléon Walker,Craftsmen,Walker,None,None,Neutral,Normal
dac355946b4317530d9ec0cb142c63a4b624610786c2a32137d78e25616461706550656c6c4576616e73,Gold Helmet,Ape,Plain,Normal,Ape,Pell Evans,Craftsmen,Evans,None,Cigar,Blue,Normal
dac355946b4317530d9ec0cb142c63a4b624610786c2a32137d78e25616461706550726976617456656e7475636369,Top Hat,Brown Suit,Plain,Normal,Zombie,Privat Ventucci,Merchants,Ventucci,None,Wheat,Red,Normal
dac355946b4317530d9ec0cb142c63a4b624610786c2a32137d78e256164617065436c6574446176696573,None,Doublet,Feather Pen,Normal,Ape,Clet Davies,Craftsmen,Davies,None,Wheat,Neutral,Normal
dac355946b4317530d9ec0cb142c63a4b624610786c2a32137d78e2561646170654a61726d616e4d617273,None,Suit,Plain,Normal,Ape,Jarman Mars,Artists,Mars,None,Paint Brush,Red,Big Beard
dac355946b4317530d9ec0cb142c63a4b624610786c2a32137d78e2561646170654b6e6f7864656c614372757a,None,Knight Armor,Plain,Normal,Robot,Knox de la Cruz,Explorers,de la Cruz,None,Cigar,Oker,Normal
dac355946b4317530d9ec0cb142c63a4b624610786c2a32137d78e25616461706544656e76657256656e7475636369,None,Ape,Earphones,Sunglasses,Ape,Denver Ventucci,Merchants,Ventucci,None,Cigar,Neutral,Mustache
dac355946b4317530d9ec0cb142c63a4b624610786c2a32137d78e256164617065466c6f72696d6f6e6442726f776e,None,Brown Suit,Plain,Normal,Alien,Florimond Brown,Craftsmen,Brown,None,None,Oker,Normal
dac355946b4317530d9ec0cb142c63a4b624610786c2a32137d78e25616461706547696c57616c6b6572,Sombrero,Suit,Plain,Normal,Ape,Gil Walker,Craftsmen,Walker,None,None,Neutral,Normal
dac355946b4317530d9ec0cb142c63a4b624610786c2a32137d78e2561646170654d616e6c6579526f62696e736f6e,None,Doublet,Plain,Normal,Ape,Manley Robinson,Craftsmen,Robinson,None,Cigar,Red,Normal
dac355946b4317530d9ec0cb142c63a4b624610786c2a32137d78e256164617065576f6f64726f77436f78,Voltaire Wig,Prisoner Uniform,Plain,Normal,Ape,Woodrow Cox,Artists,Cox,None,Cigar,Red,Normal
dac355946b4317530d9ec0cb142c63a4b624610786c2a32137d78e25616461706557796e64616d436869657361,Top Hat,Prisoner Uniform,Plain,Normal,Ape,Wyndam Chiesa,Merchants,Chiesa,Sword,Bubblegum,Oker,Mustache
dac355946b4317530d9ec0cb142c63a4b624610786c2a32137d78e256164617065466c656d696e675461796c6f72,None,Cardigan,Plain,Normal,Ape,Fleming Taylor,Craftsmen,Taylor,None,Dagger,Oker,Mustache
dac355946b4317530d9ec0cb142c63a4b624610786c2a32137d78e2561646170654c6f6d6172526f62696e736f6e,None,Doublet,Plain,Normal,Ape,Lomar Robinson,Craftsmen,Robinson,None,None,Green,Mustache
dac355946b4317530d9ec0cb142c63a4b624610786c2a32137d78e256164617065546f75737361696e7454686f6d6173,None,Brown Suit,Feather Pen,Normal,Ape,Toussaint Thomas,Craftsmen,Thomas,None,None,Aqua,Mustache
dac355946b4317530d9ec0cb142c63a4b624610786c2a32137d78e256164617065416e64726573446176696573,None,Ape,Feather Pen,Aviators,Ape,Andres Davies,Craftsmen,Davies,None,None,Cold,Normal
dac355946b4317530d9ec0cb142c63a4b624610786c2a32137d78e2561646170654261726e657474476172633f61,None,Orange,Plain,Sunglasses,Orange,Barnett García,Explorers,García,Spear,None,Cold,Normal
dac355946b4317530d9ec0cb142c63a4b624610786c2a32137d78e25616461706553636f747445647761726473,Top Hat,Lumberjack Shirt,Plain,Normal,Ape,Scott Edwards,Craftsmen,Edwards,None,None,Aqua,Normal
dac355946b4317530d9ec0cb142c63a4b624610786c2a32137d78e256164617065417269617345647761726473,Pirate Hat,Ape,Plain,Normal,Ape,Arias Edwards,Craftsmen,Edwards,None,None,Red,Normal
dac355946b4317530d9ec0cb142c63a4b624610786c2a32137d78e256164617065436861706d616e4d617273,King's Crown,Lumberjack Shirt,Plain,Normal,Ape,Chapman Mars,Artists,Mars,None,None,Warm,Goatee
dac355946b4317530d9ec0cb142c63a4b624610786c2a32137d78e2561646170655261796275726e4576616e73,None,Suit,Plain,Normal,Ape,Rayburn Evans,Craftsmen,Evans,None,Wheat,Blue,Mustache
dac355946b4317530d9ec0cb142c63a4b624610786c2a32137d78e25616461706542726f64657269636b466f7264,None,Prisoner Uniform,Plain,Spectacles,Ape,Broderick Ford,Artists,Ford,None,None,Green,Big Beard
dac355946b4317530d9ec0cb142c63a4b624610786c2a32137d78e2561646170654d696c6c657257616c6b6572,None,Doublet,Plain,Normal,Ape,Miller Walker,Craftsmen,Walker,Spear,None,Cold,Normal
dac355946b4317530d9ec0cb142c63a4b624610786c2a32137d78e2561646170655368657068657264446176696573,Wool Cap,Brown Suit,Plain,Normal,Ape,Shepherd Davies,Craftsmen,Davies,None,None,Red,Big Beard
dac355946b4317530d9ec0cb142c63a4b624610786c2a32137d78e2561646170654163746f6e436f72746573,Privateer Hat,Cardigan,Plain,Normal,Ape,Acton Cortes,Explorers,Cortes,None,Cigar,Oker,Goatee
dac355946b4317530d9ec0cb142c63a4b624610786c2a32137d78e2561646170654577696e67416d61746f,Gold Helmet,Cardigan,Silver Earring,Monocle,Ape,Ewing Amato,Merchants,Amato,None,None,Red,Normal
dac355946b4317530d9ec0cb142c63a4b624610786c2a32137d78e2561646170654765726f6e696d6f43617374696c6c6f,None,Orange,Plain,Normal,Orange,Geronimo Castillo,Explorers,Castillo,None,Gold Teeth,Blue,Normal
dac355946b4317530d9ec0cb142c63a4b624610786c2a32137d78e2561646170654765726f6e696d6f42616c6477696e,Feather Hat,Brown Suit,Earphones,Normal,Ape,Geronimo Baldwin,Military Officers,Baldwin,Sword,None,Neutral,Goatee
dac355946b4317530d9ec0cb142c63a4b624610786c2a32137d78e25616461706548756e746c65794c617669676e65,Top Hat,Chainmail,Earphones,Normal,Ape,Huntley Lavigne,Royal Advisors,Lavigne,Spear,Paint Brush,Aqua,Big Beard
dac355946b4317530d9ec0cb142c63a4b624610786c2a32137d78e25616461706552616d736579466f7264,None,Suit,Plain,VR Headset,Ape,Ramsey Ford,Artists,Ford,Sword,None,Blue,Normal
dac355946b4317530d9ec0cb142c63a4b624610786c2a32137d78e256164617065456d6572736f6e45647761726473,None,Lumberjack Shirt,Plain,Normal,Ape,Emerson Edwards,Craftsmen,Edwards,None,Wheat,Aqua,Normal
dac355946b4317530d9ec0cb142c63a4b624610786c2a32137d78e2561646170655370696b65476172633f61,None,Black Wool Coat,Feather Pen,VR Headset,Ape,Spike García,Explorers,García,None,Wheat,Aqua,Normal
dac355946b4317530d9ec0cb142c63a4b624610786c2a32137d78e25616461706557696e736c6f7742726f776e,Hoodie,Brown Suit,Plain,Normal,Ape,Winslow Brown,Craftsmen,Brown,Rifle,None,Aqua,Normal
dac355946b4317530d9ec0cb142c63a4b624610786c2a32137d78e2561646170654272616e646f6e43617374696c6c6f,None,Brown Suit,Plain,Shutter Shades,Ape,Brandon Castillo,Explorers,Castillo,None,Wheat,Aqua,Mustache
